Record Length,Analog:10000000
Sample Rate,5000000.0
Vertical Scale,CH1:+1.000000E+001
Vertical Offset,CH1:-4.066666E+001
Horizontal Scale,+2.000000E-001
Second,Volt,
-1.978584E-001,+4.374975E-001,
-1.978582E-001,+4.791641E-001,
-1.978580E-001,+4.791641E-001,
-1.978578E-001,+4.374975E-001,
-1.978576E-001,+4.583308E-001,
-1.978574E-001,+3.958308E-001,
-1.978572E-001,+4.583308E-001,
-1.978570E-001,+4.374975E-001,
-1.978568E-001,+4.374975E-001,
-1.978566E-001,+4.583308E-001,
-1.978564E-001,+4.583308E-001,
-1.978562E-001,+4.374975E-001,
-1.978560E-001,+4.583308E-001,
-1.978558E-001,+4.166641E-001,
-1.978556E-001,+4.791641E-001,
-1.978554E-001,+4.166641E-001,
-1.978552E-001,+4.791641E-001,
-1.978550E-001,+4.583308E-001,
-1.978548E-001,+4.166641E-001,
-1.978546E-001,+4.583308E-001,
-1.978544E-001,+4.583308E-001,
-1.978542E-001,+4.166641E-001,
-1.978540E-001,+4.583308E-001,
-1.978538E-001,+4.166641E-001,
-1.978536E-001,+4.583308E-001,
-1.978534E-001,+4.166641E-001,
-1.978532E-001,+4.791641E-001,
-1.978530E-001,+4.374975E-001,
-1.978528E-001,+4.583308E-001,
-1.978526E-001,+4.583308E-001,
-1.978524E-001,+3.958308E-001,
-1.978522E-001,+4.791641E-001,
-1.978520E-001,+4.791641E-001,
-1.978518E-001,+4.374975E-001,
-1.978516E-001,+4.166641E-001,
-1.978514E-001,+4.583308E-001,
-1.978512E-001,+4.374975E-001,
-1.978510E-001,+4.374975E-001,
-1.978508E-001,+4.583308E-001,
-1.978506E-001,+4.374975E-001,
-1.978504E-001,+4.166641E-001,
-1.978502E-001,+4.583308E-001,
-1.978500E-001,+4.374975E-001,
-1.978498E-001,+4.791641E-001,
-1.978496E-001,+4.791641E-001,
-1.978494E-001,+4.374975E-001,
-1.978492E-001,+4.374975E-001,
-1.978490E-001,+4.166641E-001,
-1.978488E-001,+3.958308E-001,
-1.978486E-001,+4.166641E-001,
-1.978484E-001,+4.583308E-001,
-1.978482E-001,+4.166641E-001,
-1.978480E-001,+3.958308E-001,
-1.978478E-001,+5.208308E-001,
-1.978476E-001,+4.583308E-001,
-1.978474E-001,+4.166641E-001,
-1.978472E-001,+4.166641E-001,
-1.978470E-001,+4.374975E-001,
-1.978468E-001,+4.374975E-001,
-1.978466E-001,+3.958308E-001,
-1.978464E-001,+4.583308E-001,
-1.978462E-001,+4.166641E-001,
-1.978460E-001,+4.583308E-001,
-1.978458E-001,+4.583308E-001,
-1.978456E-001,+4.583308E-001,
-1.978454E-001,+4.583308E-001,
-1.978452E-001,+4.583308E-001,
-1.978450E-001,+4.791641E-001,
-1.978448E-001,+4.791641E-001,
-1.978446E-001,+4.999975E-001,
-1.978444E-001,+4.166641E-001,
-1.978442E-001,+4.791641E-001,
-1.978440E-001,+4.374975E-001,
-1.978438E-001,+3.958308E-001,
-1.978436E-001,+4.583308E-001,
-1.978434E-001,+4.583308E-001,
-1.978432E-001,+4.791641E-001,
-1.978430E-001,+4.583308E-001,
-1.978428E-001,+4.166641E-001,
-1.978426E-001,+3.958308E-001,
-1.978424E-001,+4.374975E-001,
-1.978422E-001,+4.374975E-001,
-1.978420E-001,+4.791641E-001,
-1.978418E-001,+4.583308E-001,
-1.978416E-001,+4.374975E-001,
-1.978414E-001,+4.791641E-001,
-1.978412E-001,+4.583308E-001,
-1.978410E-001,+4.374975E-001,
-1.978408E-001,+4.583308E-001,
-1.978406E-001,+3.958308E-001,
-1.978404E-001,+3.749975E-001,
-1.978402E-001,+4.166641E-001,
-1.978400E-001,+4.166641E-001,
-1.978398E-001,+4.374975E-001,
-1.978396E-001,+4.166641E-001,
-1.978394E-001,+4.791641E-001,
-1.978392E-001,+5.208308E-001,
-1.978390E-001,+4.583308E-001,
-1.978388E-001,+4.374975E-001,
-1.978386E-001,+4.791641E-001,
-1.978384E-001,+4.583308E-001,
-1.978382E-001,+4.583308E-001,
-1.978380E-001,+4.791641E-001,
-1.978378E-001,+4.166641E-001,
-1.978376E-001,+4.374975E-001,
-1.978374E-001,+5.208308E-001,
-1.978372E-001,+4.374975E-001,
-1.978370E-001,+4.583308E-001,
-1.978368E-001,+4.166641E-001,
-1.978366E-001,+4.791641E-001,
-1.978364E-001,+4.374975E-001,
-1.978362E-001,+4.583308E-001,
-1.978360E-001,+4.374975E-001,
-1.978358E-001,+4.583308E-001,
-1.978356E-001,+4.999975E-001,
-1.978354E-001,+4.583308E-001,
-1.978352E-001,+4.374975E-001,
-1.978350E-001,+4.583308E-001,
-1.978348E-001,+4.583308E-001,
-1.978346E-001,+4.583308E-001,
-1.978344E-001,+4.374975E-001,
-1.978342E-001,+4.999975E-001,
-1.978340E-001,+4.583308E-001,
-1.978338E-001,+5.208308E-001,
-1.978336E-001,+4.166641E-001,
-1.978334E-001,+4.374975E-001,
-1.978332E-001,+4.374975E-001,
-1.978330E-001,+4.166641E-001,
-1.978328E-001,+4.999975E-001,
-1.978326E-001,+4.583308E-001,
-1.978324E-001,+4.791641E-001,
-1.978322E-001,+4.166641E-001,
-1.978320E-001,+4.791641E-001,
-1.978318E-001,+4.166641E-001,
-1.978316E-001,+4.583308E-001,
-1.978314E-001,+4.374975E-001,
-1.978312E-001,+4.166641E-001,
-1.978310E-001,+4.374975E-001,
-1.978308E-001,+4.374975E-001,
-1.978306E-001,+4.374975E-001,
-1.978304E-001,+4.374975E-001,
-1.978302E-001,+4.999975E-001,
-1.978300E-001,+4.166641E-001,
-1.978298E-001,+4.791641E-001,
-1.978296E-001,+3.749975E-001,
-1.978294E-001,+4.166641E-001,
-1.978292E-001,+4.583308E-001,
-1.978290E-001,+4.999975E-001,
-1.978288E-001,+4.374975E-001,
-1.978286E-001,+3.958308E-001,
-1.978284E-001,+4.374975E-001,
-1.978282E-001,+4.583308E-001,
-1.978280E-001,+4.374975E-001,
-1.978278E-001,+4.166641E-001,
-1.978276E-001,+3.958308E-001,
-1.978274E-001,+4.583308E-001,
-1.978272E-001,+4.791641E-001,
-1.978270E-001,+4.583308E-001,
-1.978268E-001,+4.583308E-001,
-1.978266E-001,+4.583308E-001,
-1.978264E-001,+4.583308E-001,
-1.978262E-001,+4.374975E-001,
-1.978260E-001,+4.166641E-001,
-1.978258E-001,+4.374975E-001,
-1.978256E-001,+4.166641E-001,
-1.978254E-001,+4.166641E-001,
-1.978252E-001,+3.749975E-001,
-1.978250E-001,+4.583308E-001,
-1.978248E-001,+4.791641E-001,
-1.978246E-001,+4.583308E-001,
-1.978244E-001,+4.166641E-001,
-1.978242E-001,+4.374975E-001,
-1.978240E-001,+4.374975E-001,
-1.978238E-001,+4.583308E-001,
-1.978236E-001,+4.374975E-001,
-1.978234E-001,+4.166641E-001,
-1.978232E-001,+4.999975E-001,
-1.978230E-001,+4.791641E-001,
-1.978228E-001,+4.583308E-001,
-1.978226E-001,+4.999975E-001,
-1.978224E-001,+4.999975E-001,
-1.978222E-001,+4.791641E-001,
-1.978220E-001,+4.999975E-001,
-1.978218E-001,+4.583308E-001,
-1.978216E-001,+4.583308E-001,
-1.978214E-001,+4.166641E-001,
-1.978212E-001,+4.791641E-001,
-1.978210E-001,+4.374975E-001,
-1.978208E-001,+4.791641E-001,
-1.978206E-001,+4.791641E-001,
-1.978204E-001,+4.583308E-001,
-1.978202E-001,+3.958308E-001,
-1.978200E-001,+4.374975E-001,
-1.978198E-001,+4.166641E-001,
-1.978196E-001,+4.791641E-001,
-1.978194E-001,+4.999975E-001,
-1.978192E-001,+4.166641E-001,
-1.978190E-001,+4.583308E-001,
-1.978188E-001,+4.374975E-001,
-1.978186E-001,+4.791641E-001,
-1.978184E-001,+3.749975E-001,
-1.978182E-001,+4.166641E-001,
-1.978180E-001,+3.749975E-001,
-1.978178E-001,+4.374975E-001,
-1.978176E-001,+4.791641E-001,
-1.978174E-001,+4.583308E-001,
-1.978172E-001,+4.166641E-001,
-1.978170E-001,+4.791641E-001,
-1.978168E-001,+4.166641E-001,
-1.978166E-001,+4.166641E-001,
-1.978164E-001,+4.583308E-001,
-1.978162E-001,+4.791641E-001,
-1.978160E-001,+4.374975E-001,
-1.978158E-001,+4.583308E-001,
-1.978156E-001,+4.374975E-001,
-1.978154E-001,+4.583308E-001,
-1.978152E-001,+4.791641E-001,
-1.978150E-001,+4.583308E-001,
-1.978148E-001,+4.374975E-001,
-1.978146E-001,+4.374975E-001,
-1.978144E-001,+4.791641E-001,
-1.978142E-001,+4.374975E-001,
-1.978140E-001,+4.374975E-001,
-1.978138E-001,+4.791641E-001,
-1.978136E-001,+4.374975E-001,
-1.978134E-001,+4.999975E-001,
-1.978132E-001,+4.583308E-001,
-1.978130E-001,+3.958308E-001,
-1.978128E-001,+4.166641E-001,
-1.978126E-001,+4.583308E-001,
-1.978124E-001,+4.374975E-001,
-1.978122E-001,+4.583308E-001,
-1.978120E-001,+4.999975E-001,
-1.978118E-001,+4.166641E-001,
-1.978116E-001,+4.791641E-001,
-1.978114E-001,+4.583308E-001,
-1.978112E-001,+4.583308E-001,
-1.978110E-001,+4.583308E-001,
-1.978108E-001,+4.791641E-001,
-1.978106E-001,+4.999975E-001,
-1.978104E-001,+4.374975E-001,
-1.978102E-001,+4.583308E-001,
-1.978100E-001,+4.791641E-001,
-1.978098E-001,+4.999975E-001,
-1.978096E-001,+4.374975E-001,
-1.978094E-001,+4.583308E-001,
-1.978092E-001,+4.999975E-001,
-1.978090E-001,+4.374975E-001,
-1.978088E-001,+4.374975E-001,
-1.978086E-001,+4.583308E-001,
-1.978084E-001,+4.374975E-001,
-1.978082E-001,+4.374975E-001,
-1.978080E-001,+4.583308E-001,
-1.978078E-001,+4.374975E-001,
-1.978076E-001,+4.166641E-001,
-1.978074E-001,+4.583308E-001,
-1.978072E-001,+4.374975E-001,
-1.978070E-001,+4.791641E-001,
-1.978068E-001,+4.374975E-001,
-1.978066E-001,+4.374975E-001,
-1.978064E-001,+4.166641E-001,
-1.978062E-001,+4.583308E-001,
-1.978060E-001,+4.166641E-001,
-1.978058E-001,+4.166641E-001,
-1.978056E-001,+4.374975E-001,
-1.978054E-001,+4.583308E-001,
-1.978052E-001,+4.374975E-001,
-1.978050E-001,+4.374975E-001,
-1.978048E-001,+4.374975E-001,
-1.978046E-001,+4.166641E-001,
-1.978044E-001,+4.791641E-001,
-1.978042E-001,+4.999975E-001,
-1.978040E-001,+4.374975E-001,
-1.978038E-001,+4.583308E-001,
-1.978036E-001,+4.791641E-001,
-1.978034E-001,+4.166641E-001,
-1.978032E-001,+4.791641E-001,
-1.978030E-001,+4.166641E-001,
-1.978028E-001,+4.583308E-001,
-1.978026E-001,+4.583308E-001,
-1.978024E-001,+4.166641E-001,
-1.978022E-001,+4.166641E-001,
-1.978020E-001,+4.583308E-001,
-1.978018E-001,+4.374975E-001,
-1.978016E-001,+4.166641E-001,
-1.978014E-001,+4.166641E-001,
-1.978012E-001,+4.583308E-001,
-1.978010E-001,+3.958308E-001,
-1.978008E-001,+4.791641E-001,
-1.978006E-001,+4.583308E-001,
-1.978004E-001,+4.374975E-001,
-1.978002E-001,+4.166641E-001,
-1.978000E-001,+3.958308E-001,
-1.977998E-001,+4.583308E-001,
-1.977996E-001,+4.791641E-001,
-1.977994E-001,+4.999975E-001,
-1.977992E-001,+3.749975E-001,
-1.977990E-001,+4.166641E-001,
-1.977988E-001,+4.791641E-001,
-1.977986E-001,+4.374975E-001,
-1.977984E-001,+4.166641E-001,
-1.977982E-001,+4.166641E-001,
-1.977980E-001,+4.374975E-001,
-1.977978E-001,+4.791641E-001,
-1.977976E-001,+4.374975E-001,
-1.977974E-001,+4.374975E-001,
-1.977972E-001,+4.374975E-001,
-1.977970E-001,+3.749975E-001,
-1.977968E-001,+4.583308E-001,
-1.977966E-001,+4.791641E-001,
-1.977964E-001,+4.791641E-001,
-1.977962E-001,+4.374975E-001,
-1.977960E-001,+4.166641E-001,
-1.977958E-001,+4.583308E-001,
-1.977956E-001,+4.374975E-001,
-1.977954E-001,+4.166641E-001,
-1.977952E-001,+4.166641E-001,
-1.977950E-001,+4.999975E-001,
-1.977948E-001,+4.583308E-001,
-1.977946E-001,+4.166641E-001,
-1.977944E-001,+4.374975E-001,
-1.977942E-001,+4.166641E-001,
-1.977940E-001,+4.374975E-001,
-1.977938E-001,+4.374975E-001,
-1.977936E-001,+3.958308E-001,
-1.977934E-001,+4.166641E-001,
-1.977932E-001,+4.374975E-001,
-1.977930E-001,+4.374975E-001,
-1.977928E-001,+4.791641E-001,
-1.977926E-001,+4.791641E-001,
-1.977924E-001,+4.374975E-001,
-1.977922E-001,+4.374975E-001,
-1.977920E-001,+4.583308E-001,
-1.977918E-001,+3.958308E-001,
-1.977916E-001,+4.583308E-001,
-1.977914E-001,+4.374975E-001,
-1.977912E-001,+4.374975E-001,
-1.977910E-001,+4.166641E-001,
-1.977908E-001,+4.374975E-001,
-1.977906E-001,+4.166641E-001,
-1.977904E-001,+4.583308E-001,
-1.977902E-001,+4.583308E-001,
-1.977900E-001,+4.583308E-001,
-1.977898E-001,+4.583308E-001,
-1.977896E-001,+4.374975E-001,
-1.977894E-001,+4.374975E-001,
-1.977892E-001,+4.374975E-001,
-1.977890E-001,+4.791641E-001,
-1.977888E-001,+4.166641E-001,
-1.977886E-001,+4.583308E-001,
-1.977884E-001,+4.374975E-001,
-1.977882E-001,+4.166641E-001,
-1.977880E-001,+3.749975E-001,
-1.977878E-001,+4.166641E-001,
-1.977876E-001,+4.374975E-001,
-1.977874E-001,+4.583308E-001,
-1.977872E-001,+4.374975E-001,
-1.977870E-001,+5.208308E-001,
-1.977868E-001,+4.791641E-001,
-1.977866E-001,+4.583308E-001,
-1.977864E-001,+4.166641E-001,
-1.977862E-001,+4.583308E-001,
-1.977860E-001,+4.791641E-001,
-1.977858E-001,+4.999975E-001,
-1.977856E-001,+4.374975E-001,
-1.977854E-001,+4.791641E-001,
-1.977852E-001,+4.374975E-001,
-1.977850E-001,+4.999975E-001,
-1.977848E-001,+4.374975E-001,
-1.977846E-001,+4.791641E-001,
-1.977844E-001,+4.583308E-001,
-1.977842E-001,+4.374975E-001,
-1.977840E-001,+4.583308E-001,
-1.977838E-001,+4.374975E-001,
-1.977836E-001,+4.583308E-001,
-1.977834E-001,+4.583308E-001,
-1.977832E-001,+4.166641E-001,
-1.977830E-001,+4.583308E-001,
-1.977828E-001,+4.374975E-001,
-1.977826E-001,+4.166641E-001,
-1.977824E-001,+4.374975E-001,
-1.977822E-001,+3.958308E-001,
-1.977820E-001,+4.999975E-001,
-1.977818E-001,+3.958308E-001,
-1.977816E-001,+4.166641E-001,
-1.977814E-001,+4.791641E-001,
-1.977812E-001,+4.166641E-001,
-1.977810E-001,+3.958308E-001,
-1.977808E-001,+4.583308E-001,
-1.977806E-001,+4.166641E-001,
-1.977804E-001,+4.374975E-001,
-1.977802E-001,+4.583308E-001,
-1.977800E-001,+4.166641E-001,
-1.977798E-001,+4.166641E-001,
-1.977796E-001,+4.583308E-001,
-1.977794E-001,+4.166641E-001,
-1.977792E-001,+3.958308E-001,
-1.977790E-001,+4.583308E-001,
-1.977788E-001,+4.791641E-001,
-1.977786E-001,+4.583308E-001,
-1.977784E-001,+4.583308E-001,
-1.977782E-001,+4.583308E-001,
-1.977780E-001,+4.374975E-001,
-1.977778E-001,+3.958308E-001,
-1.977776E-001,+3.749975E-001,
-1.977774E-001,+4.374975E-001,
-1.977772E-001,+4.374975E-001,
-1.977770E-001,+4.374975E-001,
-1.977768E-001,+4.166641E-001,
-1.977766E-001,+4.583308E-001,
-1.977764E-001,+4.583308E-001,
-1.977762E-001,+4.583308E-001,
-1.977760E-001,+4.583308E-001,
-1.977758E-001,+4.374975E-001,
-1.977756E-001,+4.374975E-001,
-1.977754E-001,+4.583308E-001,
-1.977752E-001,+3.958308E-001,
-1.977750E-001,+4.374975E-001,
-1.977748E-001,+4.791641E-001,
-1.977746E-001,+4.999975E-001,
-1.977744E-001,+4.374975E-001,
-1.977742E-001,+4.374975E-001,
-1.977740E-001,+4.374975E-001,
-1.977738E-001,+4.791641E-001,
-1.977736E-001,+4.374975E-001,
-1.977734E-001,+3.958308E-001,
-1.977732E-001,+4.583308E-001,
-1.977730E-001,+4.791641E-001,
-1.977728E-001,+5.208308E-001,
-1.977726E-001,+4.791641E-001,
-1.977724E-001,+4.374975E-001,
-1.977722E-001,+4.583308E-001,
-1.977720E-001,+4.166641E-001,
-1.977718E-001,+4.791641E-001,
-1.977716E-001,+4.374975E-001,
-1.977714E-001,+4.166641E-001,
-1.977712E-001,+4.999975E-001,
-1.977710E-001,+4.583308E-001,
-1.977708E-001,+4.374975E-001,
-1.977706E-001,+4.791641E-001,
-1.977704E-001,+4.583308E-001,
-1.977702E-001,+4.374975E-001,
-1.977700E-001,+4.374975E-001,
-1.977698E-001,+4.166641E-001,
-1.977696E-001,+4.374975E-001,
-1.977694E-001,+4.583308E-001,
-1.977692E-001,+4.583308E-001,
-1.977690E-001,+4.583308E-001,
-1.977688E-001,+4.999975E-001,
-1.977686E-001,+3.958308E-001,
-1.977684E-001,+4.374975E-001,
-1.977682E-001,+4.791641E-001,
-1.977680E-001,+4.374975E-001,
-1.977678E-001,+4.791641E-001,
-1.977676E-001,+4.583308E-001,
-1.977674E-001,+4.791641E-001,
-1.977672E-001,+4.583308E-001,
-1.977670E-001,+4.166641E-001,
-1.977668E-001,+4.374975E-001,
-1.977666E-001,+3.958308E-001,
-1.977664E-001,+4.374975E-001,
-1.977662E-001,+4.166641E-001,
-1.977660E-001,+4.374975E-001,
-1.977658E-001,+4.791641E-001,
-1.977656E-001,+4.791641E-001,
-1.977654E-001,+3.958308E-001,
-1.977652E-001,+4.583308E-001,
-1.977650E-001,+4.374975E-001,
-1.977648E-001,+4.374975E-001,
-1.977646E-001,+4.374975E-001,
-1.977644E-001,+4.166641E-001,
-1.977642E-001,+4.583308E-001,
-1.977640E-001,+4.583308E-001,
-1.977638E-001,+4.791641E-001,
-1.977636E-001,+4.583308E-001,
-1.977634E-001,+4.374975E-001,
-1.977632E-001,+4.583308E-001,
-1.977630E-001,+4.583308E-001,
-1.977628E-001,+4.999975E-001,
-1.977626E-001,+4.583308E-001,
-1.977624E-001,+4.374975E-001,
-1.977622E-001,+4.374975E-001,
-1.977620E-001,+4.374975E-001,
-1.977618E-001,+4.583308E-001,
-1.977616E-001,+4.791641E-001,
-1.977614E-001,+4.583308E-001,
-1.977612E-001,+4.583308E-001,
-1.977610E-001,+4.791641E-001,
-1.977608E-001,+3.749975E-001,
-1.977606E-001,+3.958308E-001,
-1.977604E-001,+4.166641E-001,
-1.977602E-001,+4.374975E-001,
-1.977600E-001,+4.791641E-001,
-1.977598E-001,+4.583308E-001,
-1.977596E-001,+4.791641E-001,
-1.977594E-001,+5.208308E-001,
-1.977592E-001,+5.208308E-001,
-1.977590E-001,+4.374975E-001,
-1.977588E-001,+4.583308E-001,
-1.977586E-001,+4.583308E-001,
-1.977584E-001,+4.374975E-001,
-1.977582E-001,+4.791641E-001,
-1.977580E-001,+4.791641E-001,
-1.977578E-001,+4.791641E-001,
-1.977576E-001,+4.374975E-001,
-1.977574E-001,+4.583308E-001,
-1.977572E-001,+3.958308E-001,
-1.977570E-001,+4.374975E-001,
-1.977568E-001,+4.374975E-001,
-1.977566E-001,+4.583308E-001,
-1.977564E-001,+4.791641E-001,
-1.977562E-001,+4.583308E-001,
-1.977560E-001,+4.999975E-001,
-1.977558E-001,+4.791641E-001,
-1.977556E-001,+4.583308E-001,
-1.977554E-001,+4.583308E-001,
-1.977552E-001,+4.374975E-001,
-1.977550E-001,+4.791641E-001,
-1.977548E-001,+4.791641E-001,
-1.977546E-001,+4.583308E-001,
-1.977544E-001,+4.791641E-001,
-1.977542E-001,+4.583308E-001,
-1.977540E-001,+4.374975E-001,
-1.977538E-001,+4.166641E-001,
-1.977536E-001,+4.791641E-001,
-1.977534E-001,+4.791641E-001,
-1.977532E-001,+5.208308E-001,
-1.977530E-001,+4.583308E-001,
-1.977528E-001,+4.583308E-001,
-1.977526E-001,+3.958308E-001,
-1.977524E-001,+4.583308E-001,
-1.977522E-001,+4.791641E-001,
-1.977520E-001,+4.374975E-001,
-1.977518E-001,+4.583308E-001,
-1.977516E-001,+4.999975E-001,
-1.977514E-001,+4.374975E-001,
-1.977512E-001,+4.374975E-001,
-1.977510E-001,+4.999975E-001,
-1.977508E-001,+4.166641E-001,
-1.977506E-001,+4.583308E-001,
-1.977504E-001,+4.791641E-001,
-1.977502E-001,+4.166641E-001,
-1.977500E-001,+4.166641E-001,
-1.977498E-001,+4.166641E-001,
-1.977496E-001,+4.374975E-001,
-1.977494E-001,+4.791641E-001,
-1.977492E-001,+4.999975E-001,
-1.977490E-001,+4.583308E-001,
-1.977488E-001,+4.166641E-001,
-1.977486E-001,+4.374975E-001,
-1.977484E-001,+4.374975E-001,
-1.977482E-001,+4.374975E-001,
-1.977480E-001,+4.374975E-001,
-1.977478E-001,+4.374975E-001,
-1.977476E-001,+3.958308E-001,
-1.977474E-001,+4.374975E-001,
-1.977472E-001,+3.749975E-001,
-1.977470E-001,+4.791641E-001,
-1.977468E-001,+4.374975E-001,
-1.977466E-001,+4.791641E-001,
-1.977464E-001,+4.374975E-001,
-1.977462E-001,+3.749975E-001,
-1.977460E-001,+4.166641E-001,
-1.977458E-001,+4.374975E-001,
-1.977456E-001,+4.166641E-001,
-1.977454E-001,+3.958308E-001,
-1.977452E-001,+4.583308E-001,
-1.977450E-001,+4.374975E-001,
-1.977448E-001,+4.583308E-001,
-1.977446E-001,+4.791641E-001,
-1.977444E-001,+4.791641E-001,
-1.977442E-001,+4.583308E-001,
-1.977440E-001,+4.791641E-001,
-1.977438E-001,+3.958308E-001,
-1.977436E-001,+4.999975E-001,
-1.977434E-001,+5.208308E-001,
-1.977432E-001,+4.791641E-001,
-1.977430E-001,+4.583308E-001,
-1.977428E-001,+4.374975E-001,
-1.977426E-001,+4.583308E-001,
-1.977424E-001,+4.374975E-001,
-1.977422E-001,+4.374975E-001,
-1.977420E-001,+4.166641E-001,
-1.977418E-001,+4.583308E-001,
-1.977416E-001,+4.791641E-001,
-1.977414E-001,+4.791641E-001,
-1.977412E-001,+4.583308E-001,
-1.977410E-001,+4.999975E-001,
-1.977408E-001,+4.374975E-001,
-1.977406E-001,+4.583308E-001,
-1.977404E-001,+4.583308E-001,
-1.977402E-001,+4.374975E-001,
-1.977400E-001,+4.791641E-001,
-1.977398E-001,+4.374975E-001,
-1.977396E-001,+4.583308E-001,
-1.977394E-001,+4.791641E-001,
-1.977392E-001,+4.583308E-001,
-1.977390E-001,+4.583308E-001,
-1.977388E-001,+4.166641E-001,
-1.977386E-001,+4.583308E-001,
-1.977384E-001,+4.374975E-001,
-1.977382E-001,+4.791641E-001,
-1.977380E-001,+4.374975E-001,
-1.977378E-001,+4.999975E-001,
-1.977376E-001,+4.166641E-001,
-1.977374E-001,+4.583308E-001,
-1.977372E-001,+4.166641E-001,
-1.977370E-001,+4.791641E-001,
-1.977368E-001,+4.374975E-001,
-1.977366E-001,+4.583308E-001,
-1.977364E-001,+4.791641E-001,
-1.977362E-001,+4.166641E-001,
-1.977360E-001,+4.583308E-001,
-1.977358E-001,+4.374975E-001,
-1.977356E-001,+4.166641E-001,
-1.977354E-001,+4.374975E-001,
-1.977352E-001,+4.791641E-001,
-1.977350E-001,+4.791641E-001,
-1.977348E-001,+4.374975E-001,
-1.977346E-001,+4.583308E-001,
-1.977344E-001,+4.791641E-001,
-1.977342E-001,+4.583308E-001,
-1.977340E-001,+4.374975E-001,
-1.977338E-001,+4.374975E-001,
-1.977336E-001,+4.791641E-001,
-1.977334E-001,+5.416641E-001,
-1.977332E-001,+4.583308E-001,
-1.977330E-001,+4.791641E-001,
-1.977328E-001,+4.583308E-001,
-1.977326E-001,+4.999975E-001,
-1.977324E-001,+4.791641E-001,
-1.977322E-001,+4.791641E-001,
-1.977320E-001,+4.374975E-001,
-1.977318E-001,+4.583308E-001,
-1.977316E-001,+4.583308E-001,
-1.977314E-001,+4.791641E-001,
-1.977312E-001,+4.791641E-001,
-1.977310E-001,+4.374975E-001,
-1.977308E-001,+4.999975E-001,
-1.977306E-001,+4.583308E-001,
-1.977304E-001,+4.791641E-001,
-1.977302E-001,+4.374975E-001,
-1.977300E-001,+4.374975E-001,
-1.977298E-001,+3.958308E-001,
-1.977296E-001,+4.583308E-001,
-1.977294E-001,+4.374975E-001,
-1.977292E-001,+4.583308E-001,
-1.977290E-001,+4.791641E-001,
-1.977288E-001,+4.583308E-001,
-1.977286E-001,+4.791641E-001,
-1.977284E-001,+4.583308E-001,
-1.977282E-001,+4.374975E-001,
-1.977280E-001,+4.791641E-001,
-1.977278E-001,+4.999975E-001,
-1.977276E-001,+4.583308E-001,
-1.977274E-001,+4.791641E-001,
-1.977272E-001,+4.166641E-001,
-1.977270E-001,+4.166641E-001,
-1.977268E-001,+4.583308E-001,
-1.977266E-001,+4.791641E-001,
-1.977264E-001,+4.999975E-001,
-1.977262E-001,+4.583308E-001,
-1.977260E-001,+4.999975E-001,
-1.977258E-001,+4.374975E-001,
-1.977256E-001,+4.166641E-001,
-1.977254E-001,+4.374975E-001,
-1.977252E-001,+5.208308E-001,
-1.977250E-001,+4.374975E-001,
-1.977248E-001,+4.583308E-001,
-1.977246E-001,+4.791641E-001,
-1.977244E-001,+4.583308E-001,
-1.977242E-001,+4.583308E-001,
-1.977240E-001,+4.166641E-001,
-1.977238E-001,+4.791641E-001,
-1.977236E-001,+4.791641E-001,
-1.977234E-001,+4.999975E-001,
-1.977232E-001,+4.583308E-001,
-1.977230E-001,+4.791641E-001,
-1.977228E-001,+4.374975E-001,
-1.977226E-001,+4.166641E-001,
-1.977224E-001,+4.374975E-001,
-1.977222E-001,+4.791641E-001,
-1.977220E-001,+4.999975E-001,
-1.977218E-001,+4.791641E-001,
-1.977216E-001,+4.791641E-001,
-1.977214E-001,+4.999975E-001,
-1.977212E-001,+4.583308E-001,
-1.977210E-001,+4.583308E-001,
-1.977208E-001,+4.791641E-001,
-1.977206E-001,+4.374975E-001,
-1.977204E-001,+4.999975E-001,
-1.977202E-001,+4.791641E-001,
-1.977200E-001,+4.374975E-001,
-1.977198E-001,+4.791641E-001,
-1.977196E-001,+4.791641E-001,
-1.977194E-001,+4.374975E-001,
-1.977192E-001,+4.374975E-001,
-1.977190E-001,+4.374975E-001,
-1.977188E-001,+4.166641E-001,
-1.977186E-001,+4.999975E-001,
-1.977184E-001,+4.166641E-001,
-1.977182E-001,+4.791641E-001,
-1.977180E-001,+4.583308E-001,
-1.977178E-001,+4.583308E-001,
-1.977176E-001,+4.583308E-001,
-1.977174E-001,+3.958308E-001,
-1.977172E-001,+4.166641E-001,
-1.977170E-001,+4.583308E-001,
-1.977168E-001,+4.583308E-001,
-1.977166E-001,+4.583308E-001,
-1.977164E-001,+3.958308E-001,
-1.977162E-001,+4.374975E-001,
-1.977160E-001,+3.958308E-001,
-1.977158E-001,+4.166641E-001,
-1.977156E-001,+4.583308E-001,
-1.977154E-001,+4.166641E-001,
-1.977152E-001,+4.583308E-001,
-1.977150E-001,+4.583308E-001,
-1.977148E-001,+4.791641E-001,
-1.977146E-001,+4.374975E-001,
-1.977144E-001,+4.791641E-001,
-1.977142E-001,+4.791641E-001,
-1.977140E-001,+4.583308E-001,
-1.977138E-001,+4.166641E-001,
-1.977136E-001,+4.999975E-001,
-1.977134E-001,+4.583308E-001,
-1.977132E-001,+4.166641E-001,
-1.977130E-001,+4.374975E-001,
-1.977128E-001,+4.374975E-001,
-1.977126E-001,+3.958308E-001,
-1.977124E-001,+4.166641E-001,
